"annotation_id","annotator","created_at","id","lead_time","prob","sentiment","text","updated_at"
222,"1","2025-10-05T02:30:18.692893Z",3236,5.586,0.120749182999134,"0","@khoanguyen443: ""“Mưa Đỏ” - Phim truyện điện ảnh về đề tài chiến tranh cách mạng, kịch bản của nhà văn Chu Lai, lấy cảm hứng và hư cấu từ sự kiện 81 ngày đêm chiến đấu anh dũng, kiên cường của nhân dân và cán bộ, chiến sĩ bảo vệ Thành Cổ Quảng Trị năm 1972."" mô tả phim ghi rõ ""lấy cảm hứng và hư cấu"" vầy rồi sao cứ ghép vào ""tái hiện lịch sử"" thế bác?","2025-10-05T02:30:18.692893Z"

223,"1","2025-10-05T02:30:25.101132Z",3237,5.891,0.2443208843469619,"0","Bản thân từ ""hư cấu"" đã là bịa rồi bác ơi :D","2025-10-05T02:30:25.101132Z"

224,"1","2025-10-05T02:30:41.981752Z",3238,16.01,0.1589578092098236,"0","Nếu các bạn muốn phản ánh 100% thì rõ ràng là phải xem phim tư liệu, được các phóng viên chiến trường quay lại tại thời điểm diễn ra, còn phim ít nhiều cũng có tính hư cấu, nghệ thuật chứ vì có cả ""1 câu chuyện"" mà, và phim có cố gắng đến mấy cũng k thể diễn tả hết sự khốc liệt thời đó. Không nên đinh ninh trong đầu đến xem phim điện ảnh mà cứ phải tròn trịa 100% như vậy được, cái cốt điện ảnh mang đến cho người xem là những cảm xúc, thông điệp qua bộ phim đó.","2025-10-05T02:30:41.981752Z"

225,"1","2025-10-05T02:30:51.519010Z",3239,8.96,0.54665207862854,"0","Trận thành cổ này đã hy sinh rất nhiều người, hết lớp người này đến lớp người khác, chả  có ai ở đó trọn vẹn 81 ngày đêm để mà khẳng định không có chiến sĩ nào nuôi chim, không ăn rắn sống, không ăn gạo sống.... cho nên ý kiến như vậy rất là thiếu khách quan. Đây là một bộ phim điện ảnh lịch sử có mang thông điệp riêng, không phải phim tài liệu mô tả lại cuộc chiến. Nếu làm phim theo ý một số người cho đúng thực tế thì bộ phim sẽ là phim kinh dị.","2025-10-05T02:30:51.519010Z"

226,"1","2025-10-05T02:30:55.184347Z",3240,3.147,0.1381056606769561,"0","Chính xác, không thể từ suy nghĩ, hiểu biết, quan sát chủ quan của mỗi người mà kết luận cả 1 cuộc chiến, về việc đốt người là trong lịch sử có rồi (ai thắc mắc có thể tự tìm trên mạng), về con chim - hãy xem đó là 1 hình ảnh nghệ thuật, 1 điều gì đó đạo diễn muốn gửi gắm thông điệp, bê nguyên lịch sử mà không có sáng tạo thì ai đến xem??? tôi ủng hộ Mưa đỏ- nhờ xem phim mà tôi đọc 1 lèo các sách hồi ký về chiến tranh của các cựu binh, sách về bà Nguyễn Thị Bình.... Ai nói có những tình tiết không thật xin mời tìm hiểu trên mạng cho kỹ rồi hãy nói","2025-10-05T02:30:55.184347Z"

227,"1","2025-10-05T02:31:02.107056Z",3241,6.065,0.6355705261230469,"0","Đã là phim thì không thể giống 100% như ở ngoài đời, làm giống thì chẳng có ai muốn xem cả. Mục đích phim để giáo dục thế hệ trẻ về sự khốc liệt của cuộc kháng chiến chứ đâu có phải là phim tài liệu kể lại lịch sử.","2025-10-05T02:31:02.107056Z"

228,"1","2025-10-05T02:31:09.995013Z",3242,7.04,0.6518620252609253,"0","làm phim mà nhiều ng tưởng làm phim tài liệu. làm như thế liệu có ai xem. Phim ảnh chỉ một phần là thật còn lại phải làm để phục vụ thị hiếu khán giả miễn không làm trái , sai là được","2025-10-05T02:31:09.995013Z"

229,"1","2025-10-05T02:31:17.158410Z",3243,6.313,0.5058333277702332,"0","Thật ra bạn ko nên bao biện như vậy, thế giới bây giờ phim chiến tranh ng ta càng làm thục tế càng đc đánh giá cao điển hình như 1917, phim này còn ko cho thêm tí tình tiết tình cảm nam nữ vào","2025-10-05T02:31:17.158410Z"

230,"1","2025-10-05T02:31:23.220337Z",3244,5.522,0.1641215682029724,"0","Thực tế nếu phim không hư cấu, thì khán giả chắc khỏi xem phim, vì tiếng đạn bom liên tục chắc chẳng ai nghe được diễn viên nói gì luôn","2025-10-05T02:31:23.220337Z"

231,"1","2025-10-05T02:31:27.619567Z",3245,3.559,0.2392921894788742,"0","Đã là Phim điện ảnh thì phải hư cấu, nếu cứ như lịch sử thì ai đến rạp xem..? Công thức Phim của Hollywood cũng vậy, kết Phim là phải đánh tay đôi !","2025-10-05T02:31:27.619567Z"

232,"1","2025-10-05T02:31:33.579674Z",3246,5.477,0.3222395479679107,"0","Biết là phải hư cấu, nhưng mà đoạn tay đôi quả thật hơi khiên cưỡng và thiếu thực tế. Ít ra cũng nên đánh ở chỗ nào kín hơn như trong hầm, dưới hào, dưới nước hoặc trong nhà nào đó, chứ giữa chiến trường bom đạn mà 2 thanh niên leo lên chỗ cao nhất để múa quyền thì ... !!?","2025-10-05T02:31:33.579674Z"

233,"1","2025-10-05T02:31:43.378324Z",3247,8.981,0.2513442635536194,"0","@trantiendat1289: Cảnh này thường thấy trong phim hành động Mỹ. Biết là hư cấu nhưng nó không phù hợp","2025-10-05T02:31:43.378324Z"

234,"1","2025-10-05T02:31:47.641483Z",3248,3.396,0.4335339069366455,"0","Trước khi chê thì hãy xem phim Hollywood như Giải cứu binh nhì Ryan xem có hư cấu hay không? Đây là phim điện ảnh không phải phim tài liệu.","2025-10-05T02:31:47.641483Z"

235,"1","2025-10-05T02:31:50.130656Z",3249,1.998,0.1475064158439636,"0","Nếu không có những tình tiết được hư cấu thì chắc chắn phim sẽ không thể để lại ấn tượng mạnh trong lòng khán giả rồi.","2025-10-05T02:31:50.130656Z"

236,"1","2025-10-05T02:31:53.526741Z",3250,2.867,0.1248806416988372,"0","Làm gì có phim nào mà dựng được 100% thực tế, chỉ có phim tài liệu mới là thực tế, mà phim tài liệu cũng phải được biên tập trước khi phát hành.","2025-10-05T02:31:53.526741Z"

237,"1","2025-10-05T02:31:58.526861Z",3251,4.19,0.5239152312278748,"0","Phim truyện, chứ có phải là phim tư liệu đâu - mà đã là ""truyện"" thì phải có tính hư cấu chứ sao bê nguyên gốc, nguyên bản vào được","2025-10-05T02:31:58.526861Z"

238,"1","2025-10-05T02:32:00.273971Z",3252,1.214,0.2342957556247711,"0","Phim mà các vị đòi như thực tế","2025-10-05T02:32:00.273971Z"

239,"1","2025-10-05T02:32:02.541009Z",3253,1.759,0.3612702786922455,"0","Vậy mới là phim, chứ thật 100% thành ra phim tài liệu rồi.","2025-10-05T02:32:02.541009Z"

240,"1","2025-10-05T02:32:05.350340Z",3254,2.287,0.2377709150314331,"0","Thời lượng 120 phút, phim không thể truyền tải tất cả mọi sự kiện. Không phim nào tuyệt đối hoàn hảo. Mưa Đỏ quá thành công. Điện ảnh có hư cấu cũng bình thường.","2025-10-05T02:32:05.350643Z"

241,"1","2025-10-05T02:32:08.720728Z",3255,2.487,0.3210678696632385,"0","Nếu làm giống hệt những gì đã diễn ra thì không thể nào gọi là điện ảnh được. Đến phim tài liệu cũng không phản ánh được 100% thực tế! Nên đừng yêu cầu tác phẩm điện ảnh phải đúng như hiện thực xã hội.","2025-10-05T02:32:08.720728Z"

242,"1","2025-10-05T02:32:12.511908Z",3256,2.951,0.1043217852711677,"0","Những hình ảnh ăn rắn sông, chú chim sâu... trong bộ phim đạo diễn chỉ muốn đưa vào để mềm hóa cuộc chiến gian khổ và ác liệt mà thôi. Nếu không có những chi tiết đó xuyên suốt bộ phim là máu và nước mắt thì phim rất căng cứng và bi thảm.","2025-10-05T02:32:12.511908Z"

243,"1","2025-10-05T02:32:16.484609Z",3257,3.137,0.5935578346252441,"0","phim triệu đô cũng nhiều sạn chứ như phim Việt Nam có sạn là bình thường! Đừng khắt khe quá với phim Việt.","2025-10-05T02:32:16.484609Z"

244,"1","2025-10-05T02:32:26.564042Z",3258,9.537,0.1042724698781967,"0","Phim ảnh phải có hư cấu như cảnh võ thuật hay nuôi chim v.v. nếu làm theo kiẻu thực tế giống như thật thì không ai xem đâu , nhg cự chiến binh đã qua thời kỳ đó thì nên thấy cái cốt lỗi của cuộc chiến thì hay hơn các cảnh nhỏ nhặt ( cái cốt lỗ ở máu và lửa và sự khóc liệt của cuộc chiến ! )","2025-10-05T02:32:26.564042Z"

245,"1","2025-10-05T02:32:28.513062Z",3259,1.367,0.3117237985134125,"0","Đây là phim điện ảnh, không phải phim tài liệu.","2025-10-05T02:32:28.513062Z"

246,"1","2025-10-05T02:32:35.372248Z",3260,6.362,0.1346326321363449,"0","Không thể có thống kê về 2 số liệu: có bao nhiêu người đi xem phim vì tò mò lý do vì sao phim lịch sử bị chê ? Và có bao nhiêu người đi xem phim vì muốn biết vì sao phim được khen. Cuối cùng số khán giả đi xem phim là tổng số của 2 nguồn: đó là muốn biết vì sao khen và muốn biết vì sao chê. Bản thân cũng thắc mắc là vì sao khi đang chiến đấu thì súng của bộ đội bị hết đạn nhưng bộ đội không biết tận dụng súng đạn của đồng đội khác đã hy sinh để tiếp tục chiến đấu mà chỉ bất lực chờ đợi và chịu trận vì súng của bản thân hết đạn ?????","2025-10-05T02:32:35.372248Z"

247,"1","2025-10-05T02:32:39.892156Z",3261,3.949,0.1177241057157516,"0","Đâu chỉ mỗi có súng đạn, nếu lấy lựu đạn của người khác thì sẽ không biết cách sử dụng à, chẳng lẽ lựu đạn của người nào thì chỉ có mỗi người đó biết cách sử dụng ?????","2025-10-05T02:32:39.892156Z"

248,"1","2025-10-05T02:32:46.473038Z",3262,5.759,0.2401637881994247,"0","Phần lớn khán giả đại chúng thấy phim hay và gây nhiều cảm xúc. Vậy là tốt rồi. Ai chẳng biết tiểu thuyết và phim điện ảnh đều có hư cấu. Khán giả đều biết cả, không cần phải phân tích chi tiết nào thật, chi tiết nào là hư cấu. Như thế không cần thiết. Hãy đánh giá trên mức độ lan tỏa và yếu tố nghệ thuật là đủ.","2025-10-05T02:32:46.473038Z"

249,"1","2025-10-05T02:32:51.941471Z",3263,4.594,0.4031837284564972,"0","Khi Trung quốc làm phim Tam Quốc diễn nghĩa, nhân vật Khổng Minh cũng đã được hư cấu lên rất nhiều so với lịch sử còn chép lại, họ làm vậy để phô trương trí tuệ, tài năng của cha ông họ chứ cũng đâu cần phải có trong thực tế?","2025-10-05T02:32:51.941471Z"

250,"1","2025-10-05T02:32:54.379679Z",3264,1.909,0.1022041216492652,"0","Phim rạp là điện ảnh hóa chứ không phải phim tài liệu, không nên so sánh quá khắt khe.","2025-10-05T02:32:54.379679Z"

251,"1","2025-10-05T02:32:58.280099Z",3265,3.397,0.2466461956501007,"0","Kỳ lạ thật, ai muốn cảm nhận sâu hơn thì tìm tài liệu lịch sử mà xem chứ, 1 bộ phim điện ảnh chỉ phản ánh 1 góc nhìn, dân mình ưa phân tích quá","2025-10-05T02:32:58.280099Z"

252,"1","2025-10-05T02:33:12.347200Z",3266,13.252,0.1276512593030929,"0","Một số khán giả xem kiểu soi mói và so sánh kêu hư cấu phải thật cứ như họ không biết những con người tra tấn bằng cách cắt bỏ bộ phận này kia. Chẳng qua nó ở chỗ khác địa điểm khác mà ý tưởng đạo diễn đưa vào để cho thấy hết mắt trái mặt phải về nhân tính con ngưởi trong một cuộc kháng chiến. Phim tiếp cận với đại đa số khán giả giới trẻ, người trung niên và người già để thấy chiến trường khốc liệt như thế nào, còn tư liệu lịch sử kháng chiến và nhân chứng đầy ra đấy cứ phải soi có cài này không có cái kia không.
iệu quả, cảm xúc sự nhiệt huyết, lăn xả với vai diễn của diễn viên mới chưa nổi tiếng và đạo diễn kèm các e kíp phía sau đáng đươc trân trọng và bằng chứng các giới bên mình đa số đón nhận và tiếp lửa cho thế hệ sau, Tôi và bạn tôi cũng thi thoảng xem phim rạp của phim trong nước và phim nước ngoài nhưng cũng chỉ 1 lần nhưng Tôi và bạn tôi xem bộ phim này tận 3.4 lần. Cái lứa tuổi của chúng tôi tuy không biết chiến tranh là gì nhưng nghe bố tôi kể lại chứng kiến thời bao cấp, xem các bộ phim việt nam thời xưa thuộc hàng kinh điển. Nhưng khi xem phim Mưa đỏ sau 1 tuần công chiếu, giới trẻ là đa số, cả rạp im phăng phắc ko một cái liếc nhìn điện thoại mà tôi thường thấy khi mỗi lần xem phim, chỉ tiếng phim, tiếng sụt sịt , tiếng thở dài, tiếng cười nhẹ và cả cái giật mình bởi tiếng bom.","2025-10-05T02:33:12.347200Z"

253,"1","2025-10-05T02:33:21.606355Z",3267,8.465,0.5672787427902222,"0","Đây là thể loại fim truyện không phải fim tài liệu nên tính trung thực không như fim tài liệu . Chỉ 2 giờ của một bộ fim không thể  hiện hết một cuộc chiến 81 ngày đêm. Tiểu thuyết cũng không mô tả hết được nói gì đến dựng fim. Thế mới goi là fim ảnh ... Các thánh soi vô lý","2025-10-05T02:33:21.606355Z"

254,"1","2025-10-05T02:33:35.080980Z",3268,12.616,0.3995944857597351,"0","Thưa mọi người, đây là phim điện ảnh chuyển thể từ tiểu thuyết. Nó không phải sách lịch sử ạ. Các bạn yêu cầu quá đáng rồi đấy, cái gì cũng phải đúng 100% sử sách sao? Hơn nữa phim cũng chạy dòng chữ là 1 số chi tiết hư cấu rồi. Ủa vậy làm phim cổ trang thì phải có vóc dáng và chiều cao y hệt thời đó sao hả các bạn???","2025-10-05T02:33:35.080980Z"

255,"1","2025-10-05T02:33:38.795223Z",3269,3.162,0.185673177242279,"0","Phim ảnh là để dựng lại một phần lịch sử thôi. Cũng phải có cả những cảnh hư cấu chứ như thật còn gọi là phim nữa","2025-10-05T02:33:38.795223Z"

256,"1","2025-10-05T02:33:44.086335Z",3270,4.437,0.2980857491493225,"0","Phim ko hư cấu giả tưởng thì ai xem?đó là phim nên chỉ cần dựa theo câu chuyện ls rồi làm. Chứ bê nguyên khung nguyên bản thì trong sách ls ấy nhé","2025-10-05T02:33:44.086335Z"

257,"1","2025-10-05T02:33:48.307712Z",3271,3.715,0.1303385198116302,"0","Chính vì những khán giả như thế này làm hạn chế các đạo diễn Việt muốn làm các phim về chủ đề lịch sử.Làm phim truyện dù lịch sử phải có sáng tạo thêm mới gần gũi đời sống.Nếu làm 100% lịch sử thì thành phim tài liệu rồi.Nhìn xem các tác phẩm của nhà văn Kim Dung bên Trung Quốc dù là tác phẩm văn học nhưng lồng ghép các sự kiện lịch sử có thật vào thì giúp người xem khi xem phim vừa lôi cuốn và vừa dễ nhớ các sự kiện lịch sử.Nếu làm như vậy cũng như một cách truyền lại cho các thế hệ trẻ cách học lịch sử luôn.","2025-10-05T02:33:48.307712Z"

258,"1","2025-10-05T02:33:52.020967Z",3272,2.955,0.1966273933649063,"0","Phim điện ảnh không phải là phim tài liệu, thế thôi. Vấn đề là phim đã kéo khán giả trẻ đến rạp và cảm nhận sự khốc liệt của chiến tranh và cái giá của hoà bình !","2025-10-05T02:33:52.020967Z"

